source_row_id,company_name,website,linkedin_url,location,primary_industry,company_size,company_type,solar_developer_flag,keyword_flag,utility_check,residential_mention,business_model_fit_score,community_solar_score,lmi_alignment_score,capital_need_score,stage_scale_score,geographic_score,strategic_alignment_score,total_score,priority_tier,confidence_level,needs_review,priority_reason,evidence_notes,suggested_linkedin_angle,suggested_target_titles,review_note
312,Lodestar Energy,lodestarenergy.com,https://www.linkedin.com/company/lodestar-energy,"Avon, CT",Renewable Energy Semiconductor Manufacturing,11-50 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,18,6,0,9,5,4,0,42,B,medium,True,financing relevance; strong developer profile,"[biz] strong developer language, commercial/DG signals | [comm] commercial DG developer (adjacent community relevance) | [cap] financing language mentioned | [scale] scale/repeat signals in description | [geo] high-opportunity state (CT)",Open with project finance or capital stack conversation; reference growth pipeline,VP of Development; Director of Project Finance; CEO; CFO; Head of Capital Markets,score 42 is near tier boundary — borderline case
346,National Energy Installers,nationalenergyinstallers.com,https://www.linkedin.com/company/national-energy-installers,"Newport Beach, CA",Solar Electric Power Generation,51-200 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,13,3,6,3,6,4,6,41,B,medium,True,developer signals present; meaningful scale,"[biz] developer industry, commercial/DG signals | [comm] commercial solar signals | [lmi] LMI/equity language (1 signal) | [cap] commercial at scale (weak financing relevance) | [scale] scale/repeat signals in description, smaller company (51-200) | [geo] high-opportunity state (CA) | [strat] community/LMI focus implies mission alignment",Explore commercial solar project pipeline; ask about financing needs for growth,VP of Development; CEO; Director of Business Development; CFO,score 41 is near tier boundary — borderline case
128,Delaware River Solar,delawareriversolar.com,https://www.linkedin.com/company/delaware-river-solar,"New York, NY",Renewable Energy Semiconductor Manufacturing,11-50 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,10,14,0,4,2,4,6,40,B,medium,True,community solar developer; developer signals present,[biz] some developer language | [comm] explicit community solar | [cap] developer language implies some financing need | [scale] developer implies some repeatability | [geo] high-opportunity state (NY) | [strat] community/LMI focus implies mission alignment,Reference community solar portfolio; discuss subscriber model or shared access programs,Director of Community Solar; VP of Development; CEO; Director of Programs,score 40 is near tier boundary — borderline case
161,Empowered By Light,empoweredbylight.org,https://www.linkedin.com/company/empowered-by-light,"Larkspur, CA",Renewable Energy Power Generation,2-10 employees,Non Profit,TRUE,TRUE,FALSE,TRUE,18,6,0,7,3,4,2,40,B,medium,True,strong developer profile,"[biz] developer industry, some developer language, commercial/DG signals | [comm] commercial DG developer (adjacent community relevance) | [cap] developer at scale implies financing needs | [scale] scale/repeat signals in description, very small scale penalty | [geo] high-opportunity state (CA) | [strat] nonprofit org type",Developer-to-developer outreach; reference project pipeline and financing solutions,VP of Development; Director of Project Finance; CEO; CFO; Head of Capital Markets,score 40 is near tier boundary — borderline case
267,Independent Power,solarips.com,https://www.linkedin.com/company/independentpower,"Boulder, CO",Solar Electric Power Generation,11-50 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,13,3,3,3,5,4,9,40,B,medium,True,developer signals present; mission alignment,"[biz] developer industry, commercial/DG signals | [comm] commercial solar signals | [lmi] mission/affordability language (no explicit LMI) | [cap] commercial at scale (weak financing relevance) | [scale] scale/repeat signals in description | [geo] high-opportunity state (CO) | [strat] strong mission alignment (3+ signals)",Explore commercial solar project pipeline; ask about financing needs for growth,VP of Development; CEO; Director of Business Development; CFO,score 40 is near tier boundary — borderline case
4,548 Enterprise,548enterprise.com,https://www.linkedin.com/company/548enterprise,"Chicago, Illinois",Housing and Community Development,11-50 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,2,14,6,9,0,2,6,39,C,medium,True,community solar developer; financing relevance,"[biz] no developer or commercial language | [comm] explicit community solar | [lmi] LMI/equity language (1 signal) | [cap] financing language mentioned | [geo] US location (Chicago, Illinois) - moderate relevance | [strat] community/LMI focus implies mission alignment",Reference community solar portfolio; discuss subscriber model or shared access programs,Director of Community Solar; VP of Development; CEO; Director of Programs,score 39 is near tier boundary — borderline case
47,Babcock Ranch,babcockranchforbusiness.com,https://www.linkedin.com/company/babcock-ranch,"Babcock Ranch, Florida",Real Estate,51-200 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,18,6,0,7,6,2,0,39,C,medium,True,strong developer profile; meaningful scale,"[biz] strong developer language, commercial/DG signals | [comm] commercial DG developer (adjacent community relevance) | [cap] developer at scale implies financing needs | [scale] scale/repeat signals in description, smaller company (51-200) | [geo] US location (Babcock Ranch, Florida) - moderate relevance",Developer-to-developer outreach; reference project pipeline and financing solutions,VP of Development; Director of Project Finance; CEO; CFO; Head of Capital Markets,score 39 is near tier boundary — borderline case
138,EarthSpark International,earthsparkinternational.org,https://www.linkedin.com/company/earthspark-international,"Washington, DC",Solar Electric Power Generation,11-50 employees,Non Profit,TRUE,TRUE,FALSE,TRUE,13,3,3,9,0,4,7,39,C,medium,True,financing relevance; developer signals present; mission alignment,"[biz] developer industry, commercial/DG signals | [comm] commercial solar signals | [lmi] mission/affordability language (no explicit LMI) | [cap] financing language mentioned | [geo] high-opportunity state (DC) | [strat] some mission language, nonprofit org type",Open with project finance or capital stack conversation; reference growth pipeline,VP of Development; CEO; Director of Business Development; CFO,score 39 is near tier boundary — borderline case
305,Legacy Solar Co-op,legacysolarcoop.org,https://www.linkedin.com/company/legacy-solar-co-op,"Madison, Wisconsin",Environmental Services,2-10 employees,Partnership,TRUE,TRUE,FALSE,TRUE,13,14,0,4,0,2,6,39,C,low,True,community solar developer; developer signals present,"[biz] some developer language, commercial/DG signals | [comm] explicit community solar | [cap] developer language implies some financing need | [scale] developer implies some repeatability, very small scale penalty | [geo] US location (Madison, Wisconsin) - moderate relevance | [strat] community/LMI focus implies mission alignment",Reference community solar portfolio; discuss subscriber model or shared access programs,Director of Community Solar; VP of Development; CEO; Director of Programs,very small company (2-10) with no scale evidence; score 39 is near tier boundary — borderline case
99,ChargeNet Stations,chargenetstations.com,https://www.linkedin.com/company/chargenet-stations,"San Diego, California",Renewables & Environment,11-50 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,13,6,6,4,2,2,5,38,C,medium,True,developer signals present,"[biz] some developer language, commercial/DG signals | [comm] commercial DG developer (adjacent community relevance) | [lmi] LMI/equity language (1 signal) | [cap] developer language implies some financing need | [scale] developer implies some repeatability | [geo] US location (San Diego, California) - moderate relevance | [strat] some mission language",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO,score 38 is near tier boundary — borderline case
224,Green Lantern Solar,greenlanternsolar.com,https://www.linkedin.com/company/green-lantern-solar,"Waterbury, VT",Solar Electric Power Generation,11-50 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,18,6,0,7,5,2,0,38,C,medium,True,strong developer profile,"[biz] developer industry, some developer language, commercial/DG signals | [comm] commercial DG developer (adjacent community relevance) | [cap] developer at scale implies financing needs | [scale] scale/repeat signals in description | [geo] US location (Waterbury, VT) - moderate relevance",Developer-to-developer outreach; reference project pipeline and financing solutions,VP of Development; Director of Project Finance; CEO; CFO; Head of Capital Markets,score 38 is near tier boundary — borderline case
259,Hunt Capital Partners,huntcapitalpartners.com,https://www.linkedin.com/company/hunt-capital-partners,"Encino, CA",Real Estate,51-200 employees,Partnership,TRUE,TRUE,FALSE,TRUE,15,0,6,4,3,4,6,38,C,medium,True,strong developer profile,"[biz] strong developer language | [lmi] LMI/equity language (1 signal) | [cap] developer language implies some financing need | [scale] developer implies some repeatability, smaller company (51-200) | [geo] high-opportunity state (CA) | [strat] community/LMI focus implies mission alignment",Developer-to-developer outreach; reference project pipeline and financing solutions,VP of Development; Director of Project Finance; CEO; CFO; Head of Capital Markets,score 38 is near tier boundary — borderline case
288,Jordan Energy & Food Enterprises LLC,jordanenergy.org,https://www.linkedin.com/company/jordan-energy-&-food-enterprises-llc,"Troy, New York",Solar Electric Power Generation,11-50 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,18,6,0,7,5,2,0,38,C,medium,True,strong developer profile,"[biz] developer industry, some developer language, commercial/DG signals | [comm] commercial DG developer (adjacent community relevance) | [cap] developer at scale implies financing needs | [scale] scale/repeat signals in description | [geo] US location (Troy, New York) - moderate relevance",Developer-to-developer outreach; reference project pipeline and financing solutions,VP of Development; Director of Project Finance; CEO; CFO; Head of Capital Markets,score 38 is near tier boundary — borderline case
564,Sundance Power Systems,sundancepower.com,https://www.linkedin.com/company/sundance-power-systems,"Weaverville, NC",Solar Electric Power Generation,11-50 employees,Self Owned,TRUE,TRUE,FALSE,TRUE,15,6,0,7,5,5,0,38,C,medium,True,strong developer profile,"[biz] developer industry, some developer language, commercial/DG signals, self-employed/owned type | [comm] commercial DG developer (adjacent community relevance) | [cap] developer at scale implies financing needs | [scale] scale/repeat signals in description | [geo] multi-state/national footprint",Developer-to-developer outreach; reference project pipeline and financing solutions,VP of Development; Director of Project Finance; CEO; CFO; Head of Capital Markets,score 38 is near tier boundary — borderline case
108,Clean Slate Solar,cleanslatesolar.com,https://www.linkedin.com/company/cleanslatesolar,"New York, NY",Solar Electric Power Generation,2-10 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,13,14,0,0,0,4,6,37,C,low,True,community solar developer; developer signals present,"[biz] developer industry, commercial/DG signals | [comm] explicit community solar | [scale] very small scale penalty | [geo] high-opportunity state (NY) | [strat] community/LMI focus implies mission alignment",Reference community solar portfolio; discuss subscriber model or shared access programs,Director of Community Solar; VP of Development; CEO; Director of Programs,very small company (2-10) with no scale evidence; score 37 is near tier boundary — borderline case
226,Green Roof Technology - Jörg Breuning,greenrooftechnology.com,https://www.linkedin.com/company/greenrooftechnology,Baltimore,Environmental Services,2-10 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,5,14,0,7,3,2,6,37,C,medium,True,community solar developer,"[biz] some developer language, commercial/DG signals, roofing/HVAC in name+desc (strong penalty) | [comm] explicit community solar | [cap] developer at scale implies financing needs | [scale] scale/repeat signals in description, very small scale penalty | [geo] US location (Baltimore) - moderate relevance | [strat] community/LMI focus implies mission alignment",Reference community solar portfolio; discuss subscriber model or shared access programs,Director of Community Solar; VP of Development; CEO; Director of Programs,score 37 is near tier boundary — borderline case
281,ITEX,itexgrp.com,https://www.linkedin.com/company/the-itex-group,"Houston, Texas",Real Estate,201-500 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,15,0,6,4,4,2,6,37,C,medium,True,strong developer profile,"[biz] strong developer language | [lmi] LMI/equity language (1 signal) | [cap] developer language implies some financing need | [scale] developer implies some repeatability, mid company (201-500) | [geo] US location (Houston, Texas) - moderate relevance | [strat] community/LMI focus implies mission alignment",Developer-to-developer outreach; reference project pipeline and financing solutions,VP of Development; Director of Project Finance; CEO; CFO; Head of Capital Markets,score 37 is near tier boundary — borderline case
535,SonLight Power,sonlightpower.org,https://www.linkedin.com/company/sonlight-power,"Milford, Ohio",Renewables & Environment,11-50 employees,Non Profit,TRUE,TRUE,FALSE,TRUE,10,0,6,7,5,2,7,37,C,medium,True,developer signals present; mission alignment,"[biz] some developer language | [lmi] LMI/equity language (1 signal) | [cap] developer at scale implies financing needs | [scale] scale/repeat signals in description | [geo] US location (Milford, Ohio) - moderate relevance | [strat] some mission language, nonprofit org type",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO,score 37 is near tier boundary — borderline case
296,Kokosing Solar,kokosingsolar.com,https://www.linkedin.com/company/kokosing-solar,"Athens, OH",Renewables & Environment,"1,001-5,000 employees",Privately Held,TRUE,TRUE,FALSE,TRUE,13,6,0,7,8,2,0,36,C,medium,True,developer signals present; meaningful scale,"[biz] some developer language, commercial/DG signals | [comm] commercial DG developer (adjacent community relevance) | [cap] developer at scale implies financing needs | [scale] scale/repeat signals in description, mid-large company (501-1000) | [geo] US location (Athens, OH) - moderate relevance",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO,score 36 is near tier boundary — borderline case
509,Solar Solution,solarsolutiondc.com,https://www.linkedin.com/company/solar-solution-llc,"Washington, DC",Services for Renewable Energy,51-200 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,13,6,0,7,6,4,0,36,C,medium,True,developer signals present; meaningful scale,"[biz] some developer language, commercial/DG signals | [comm] commercial DG developer (adjacent community relevance) | [cap] developer at scale implies financing needs | [scale] scale/repeat signals in description, smaller company (51-200) | [geo] high-opportunity state (DC)",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO,score 36 is near tier boundary — borderline case
547,Strada Ventures LLC,stradanyc.com,https://www.linkedin.com/company/strada-ventures-llc,"Brooklyn, NY",Real Estate,2-10 employees,Self Owned,TRUE,TRUE,FALSE,TRUE,12,0,10,4,0,4,6,36,C,low,True,LMI/equity focus; developer signals present,"[biz] strong developer language, self-employed/owned type | [lmi] LMI/equity language (2 signals) | [cap] developer language implies some financing need | [scale] developer implies some repeatability, very small scale penalty | [geo] high-opportunity state (NY) | [strat] community/LMI focus implies mission alignment",Lead with energy equity and affordable access angle; ask about LMI project pipeline,VP of Development; CEO; Director of Business Development; CFO,very small company (2-10) with no scale evidence; score 36 is near tier boundary — borderline case
623,Tribal Solar Accelerator Fund,tribalsolar.org,https://www.linkedin.com/company/tribal-solar-accelerator-fund,"Denver, Colorado",Solar Electric Power Generation,2-10 employees,Non Profit,TRUE,TRUE,FALSE,TRUE,15,0,3,9,0,2,7,36,C,low,True,financing relevance; strong developer profile; mission alignment,"[biz] developer industry, some developer language | [lmi] mission/affordability language (no explicit LMI) | [cap] financing language mentioned | [scale] developer implies some repeatability, very small scale penalty | [geo] US location (Denver, Colorado) - moderate relevance | [strat] some mission language, nonprofit org type",Open with project finance or capital stack conversation; reference growth pipeline,VP of Development; Director of Project Finance; CEO; CFO; Head of Capital Markets,very small company (2-10) with no scale evidence; score 36 is near tier boundary — borderline case
61,"Bliss Solar, LLC",blisssolar.com,https://www.linkedin.com/company/blisssolar-llc,"Great Neck, New York",Solar Electric Power Generation,2-10 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,18,6,0,9,0,2,0,35,C,medium,True,financing relevance; strong developer profile,"[biz] developer industry, some developer language, commercial/DG signals | [comm] commercial DG developer (adjacent community relevance) | [cap] financing language mentioned | [scale] developer implies some repeatability, very small scale penalty | [geo] US location (Great Neck, New York) - moderate relevance",Open with project finance or capital stack conversation; reference growth pipeline,VP of Development; Director of Project Finance; CEO; CFO; Head of Capital Markets,very small company (2-10) with no scale evidence
289,K2 Development Companies,k2dci.com,https://www.linkedin.com/company/k2-development-company-inc-,"Redding, CA",Real Estate,2-10 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,13,6,3,4,0,4,5,35,C,medium,True,developer signals present,"[biz] some developer language, commercial/DG signals | [comm] commercial DG developer (adjacent community relevance) | [lmi] mission/affordability language (no explicit LMI) | [cap] developer language implies some financing need | [scale] developer implies some repeatability, very small scale penalty | [geo] high-opportunity state (CA) | [strat] some mission language",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO,very small company (2-10) with no scale evidence
580,Sunrich Power,sunrichpowerjames.com,https://www.linkedin.com/company/sunrichpower,"Quincy, MA",Solar Electric Power Generation,2-10 employees,Self Owned,TRUE,TRUE,FALSE,TRUE,10,14,0,0,0,4,6,34,C,medium,True,community solar developer; developer signals present,"[biz] developer industry, commercial/DG signals, self-employed/owned type | [comm] explicit community solar | [scale] very small scale penalty | [geo] high-opportunity state (MA) | [strat] community/LMI focus implies mission alignment",Reference community solar portfolio; discuss subscriber model or shared access programs,Director of Community Solar; VP of Development; CEO; Director of Programs,very small company (2-10) with no scale evidence
414,Red Cloud Renewable,redcloudrenewable.org,https://www.linkedin.com/company/red-cloud-renewable,"Pine Ridge, South Dakota",Non-profit Organizations,2-10 employees,Non Profit,TRUE,TRUE,FALSE,TRUE,10,0,10,4,0,2,7,33,C,medium,True,LMI/equity focus; developer signals present; mission alignment,"[biz] some developer language | [lmi] LMI/equity language (2 signals) | [cap] developer language implies some financing need | [scale] developer implies some repeatability, very small scale penalty | [geo] US location (Pine Ridge, South Dakota) - moderate relevance | [strat] some mission language, nonprofit org type",Lead with energy equity and affordable access angle; ask about LMI project pipeline,VP of Development; CEO; Director of Business Development; CFO,very small company (2-10) with no scale evidence
167,"EnerWealth Solutions, LLC",enerwealthsol.com,https://www.linkedin.com/company/enerwealthsol,"Durham, North Carolina",Solar Electric Power Generation,2-10 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,15,0,6,4,0,2,5,32,C,medium,True,strong developer profile,"[biz] developer industry, some developer language | [lmi] LMI/equity language (1 signal) | [cap] developer language implies some financing need | [scale] developer implies some repeatability, very small scale penalty | [geo] US location (Durham, North Carolina) - moderate relevance | [strat] some mission language",Developer-to-developer outreach; reference project pipeline and financing solutions,VP of Development; Director of Project Finance; CEO; CFO; Head of Capital Markets,very small company (2-10) with no scale evidence
257,Horizontal Land Partners,horizontallandpartners.com,https://www.linkedin.com/company/horizontal-land-partners,"Miami, Florida",Venture Capital and Private Equity Principals,2-10 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,15,0,0,13,0,2,0,30,C,medium,True,financing relevance; strong developer profile,"[biz] strong developer language | [cap] explicit financing language (2+ signals) | [scale] developer implies some repeatability, very small scale penalty | [geo] US location (Miami, Florida) - moderate relevance",Open with project finance or capital stack conversation; reference growth pipeline,VP of Development; Director of Project Finance; CEO; CFO; Head of Capital Markets,very small company (2-10) with no scale evidence
29,"Alternative Energy Development, Corp. (AED)",us.com,https://www.linkedin.com/company/alternative-energy-development-corp-aed-,"Fort Lee, NJ",Construction,"501-1,000 employees",Privately Held,TRUE,TRUE,FALSE,TRUE,10,6,0,4,5,4,0,29,C,medium,True,developer signals present,"[biz] installer/contractor industry, some developer language, commercial/DG signals | [comm] commercial DG developer (adjacent community relevance) | [cap] developer language implies some financing need | [scale] developer implies some repeatability, mid-large company (501-1000) | [geo] high-opportunity state (NJ)",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO,possible duplicate — same domain (us.com) as row 197
352,NC Clean Energy Fund,nccleanenergyfund.com,https://www.linkedin.com/company/nc-clean-energy-fund,"Raleigh, NC",Financial Services,2-10 employees,Non Profit,TRUE,TRUE,FALSE,TRUE,2,0,6,9,0,2,9,28,C,medium,True,financing relevance; mission alignment,"[biz] no developer or commercial language | [lmi] LMI/equity language (1 signal) | [cap] financing language mentioned | [scale] very small scale penalty | [geo] US location (Raleigh, NC) - moderate relevance | [strat] mission alignment (2 signals), nonprofit org type",Open with project finance or capital stack conversation; reference growth pipeline,CEO; Founder; Director of Business Development,very small company (2-10) with no scale evidence
121,Couillard Solar Foundation,couillardsolarfoundation.org,https://www.linkedin.com/company/couillard-solar-foundation,"Deerfield, WI",Non-profit Organizations,Self-employed,Non Profit,TRUE,TRUE,FALSE,TRUE,13,6,0,4,0,2,2,27,C,medium,True,developer signals present,"[biz] some developer language, commercial/DG signals | [comm] commercial DG developer (adjacent community relevance) | [cap] developer language implies some financing need | [scale] developer implies some repeatability, very small scale penalty | [geo] US location (Deerfield, WI) - moderate relevance | [strat] nonprofit org type",Low priority — verify fit before outreach,VP of Development; CEO; Director of Business Development; CFO,very small company (2-10) with no scale evidence
190,Flywheel Development LLC,flywheeldevelopment.com,https://www.linkedin.com/company/flywheeldevelopment,Washington,Solar Electric Power Generation,2-10 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,20,0,0,4,0,2,0,26,C,medium,True,strong developer profile,"[biz] developer industry, strong developer language | [cap] developer language implies some financing need | [scale] developer implies some repeatability, very small scale penalty | [geo] US location (Washington) - moderate relevance",Developer-to-developer outreach; reference project pipeline and financing solutions,VP of Development; Director of Project Finance; CEO; CFO; Head of Capital Markets,very small company (2-10) with no scale evidence; possible duplicate — same domain (flywheeldevelopment.com) as row 191
191,Flywheel Renewables,flywheeldevelopment.com,https://www.linkedin.com/company/flywheelrenewables,Washington,Solar Electric Power Generation,2-10 employees,Privately Held,TRUE,TRUE,FALSE,TRUE,20,0,0,4,0,2,0,26,C,medium,True,strong developer profile,"[biz] developer industry, strong developer language | [cap] developer language implies some financing need | [scale] developer implies some repeatability, very small scale penalty | [geo] US location (Washington) - moderate relevance",Developer-to-developer outreach; reference project pipeline and financing solutions,VP of Development; Director of Project Finance; CEO; CFO; Head of Capital Markets,very small company (2-10) with no scale evidence; possible duplicate — same domain (flywheeldevelopment.com) as row 190
